object_id_cmso,frame_cmso,x_coord_cmso,y_coord_cmso,z_coord_cmso
0,0.0,116.17857142857143,116.32142857142857,0.0
1,1.0,116.22222222222223,116.1851851851852,0.0
2,2.0,116.28571428571428,116.32142857142857,0.0
3,3.0,116.28571428571428,116.21428571428572,0.0
4,4.0,116.2,115.88,0.0
5,5.0,116.17857142857143,116.32142857142857,0.0
6,6.0,116.34615384615385,115.96153846153848,0.0
7,7.0,116.34482758620688,116.0,0.0
8,8.0,116.34482758620688,116.13793103448276,0.0
9,9.0,116.24137931034485,116.17241379310344,0.0
10,10.0,116.19230769230771,116.03846153846152,0.0
11,11.0,116.22222222222223,116.1851851851852,0.0
12,12.0,116.44827586206895,116.03448275862068,0.0
13,13.0,116.34482758620688,116.34482758620688,0.0
14,14.0,116.22222222222223,116.1851851851852,0.0
15,15.0,116.34482758620688,116.24137931034485,0.0
16,16.0,116.28571428571428,116.07142857142857,0.0
17,17.0,116.34482758620688,116.10344827586206,0.0
18,18.0,116.22222222222223,116.1851851851852,0.0
19,19.0,116.22222222222223,116.1851851851852,0.0
20,20.0,116.44827586206895,116.03448275862068,0.0
21,21.0,116.34482758620688,116.0,0.0
22,22.0,116.22222222222223,116.1851851851852,0.0
23,23.0,116.22222222222223,116.1851851851852,0.0
24,24.0,116.22222222222223,116.1851851851852,0.0
25,25.0,116.22222222222223,116.1851851851852,0.0
26,26.0,116.22222222222223,116.1851851851852,0.0
27,27.0,116.28571428571428,116.21428571428572,0.0
28,28.0,116.28571428571428,116.21428571428572,0.0
29,29.0,116.26923076923076,116.07692307692308,0.0
30,30.0,116.24137931034485,115.93103448275862,0.0
31,31.0,116.41379310344827,116.0,0.0
32,32.0,116.29629629629628,116.1851851851852,0.0
33,33.0,116.17857142857143,116.32142857142857,0.0
34,34.0,116.34482758620688,116.10344827586206,0.0
35,35.0,116.28571428571428,116.07142857142857,0.0
36,36.0,116.22222222222223,116.1851851851852,0.0
37,37.0,116.05,115.15,0.0
38,38.0,116.21428571428572,116.07142857142857,0.0
39,39.0,116.22222222222223,116.1851851851852,0.0
40,40.0,116.28571428571428,116.07142857142857,0.0
41,41.0,116.22222222222223,116.1851851851852,0.0
42,42.0,116.26923076923076,116.07692307692308,0.0
43,43.0,116.3,116.0,0.0
44,44.0,116.28571428571428,116.07142857142857,0.0
45,45.0,116.24137931034485,115.93103448275862,0.0
46,46.0,116.28571428571428,116.32142857142857,0.0
47,47.0,116.34482758620688,116.0,0.0
48,48.0,116.24137931034485,116.24137931034485,0.0
49,49.0,116.22222222222223,116.1851851851852,0.0
50,0.0,64.0,4.0,0.0
51,1.0,64.1,6.05,0.0
52,2.0,64.0,10.0,0.0
53,3.0,63.72727272727273,12.5,0.0
54,4.0,62.39130434782609,16.217391304347824,0.0
55,5.0,59.47826086956522,19.391304347826086,0.0
56,6.0,59.76190476190475,19.61904761904762,0.0
57,7.0,57.75,21.75,0.0
58,8.0,57.5,22.72727272727273,0.0
59,9.0,61.47826086956522,25.608695652173914,0.0
60,10.0,62.61904761904761,29.523809523809533,0.0
61,11.0,62.52173913043478,33.39130434782609,0.0
62,12.0,62.5,36.77777777777778,0.0
63,13.0,62.60869565217392,38.52173913043478,0.0
64,14.0,62.59090909090909,40.63636363636363,0.0
65,0.0,104.5,112.5,0.0
66,1.0,104.5,112.5,0.0
67,2.0,104.5,112.5,0.0
68,3.0,104.3846153846154,112.6153846153846,0.0
69,4.0,104.4,112.4,0.0
70,5.0,104.5,112.28571428571428,0.0
71,6.0,104.46153846153848,112.84615384615385,0.0
72,7.0,104.5,112.5,0.0
73,8.0,104.6153846153846,112.3846153846154,0.0
74,9.0,104.3846153846154,112.6153846153846,0.0
75,10.0,104.3846153846154,112.6153846153846,0.0
76,11.0,104.5,112.28571428571428,0.0
77,12.0,104.6153846153846,112.6153846153846,0.0
78,13.0,104.5,112.71428571428572,0.0
79,14.0,104.6153846153846,112.6153846153846,0.0
80,15.0,104.5,112.28571428571428,0.0
81,16.0,104.6153846153846,112.6153846153846,0.0
82,17.0,104.3846153846154,112.3846153846154,0.0
83,18.0,104.5,112.5,0.0
84,19.0,104.5,112.28571428571428,0.0
85,20.0,104.6153846153846,112.3846153846154,0.0
86,21.0,104.5,112.5,0.0
87,22.0,104.3846153846154,112.3846153846154,0.0
88,23.0,104.5,112.28571428571428,0.0
89,24.0,104.5,112.5,0.0
90,25.0,104.71428571428572,112.5,0.0
91,26.0,104.71428571428572,112.5,0.0
92,27.0,104.25,112.58333333333331,0.0
93,28.0,104.6153846153846,112.3846153846154,0.0
94,29.0,104.5,112.5,0.0
95,30.0,104.3846153846154,112.3846153846154,0.0
96,31.0,104.6153846153846,112.6153846153846,0.0
97,32.0,104.3846153846154,112.6153846153846,0.0
98,33.0,104.5,112.5,0.0
99,34.0,104.3846153846154,112.6153846153846,0.0
100,35.0,104.33333333333331,112.5,0.0
101,36.0,104.5,112.5,0.0
102,37.0,104.3846153846154,112.6153846153846,0.0
103,38.0,104.6153846153846,112.3846153846154,0.0
104,39.0,104.5,112.5,0.0
105,40.0,104.5,112.5,0.0
106,41.0,104.58333333333331,112.25,0.0
107,42.0,104.36363636363636,112.45454545454544,0.0
108,43.0,104.6153846153846,112.6153846153846,0.0
109,44.0,104.5,112.5,0.0
110,45.0,104.3846153846154,112.6153846153846,0.0
111,46.0,104.3846153846154,112.3846153846154,0.0
112,47.0,104.28571428571428,112.5,0.0
113,48.0,104.5,112.5,0.0
114,49.0,104.5,112.5,0.0
115,9.0,52.76190476190475,25.619047619047624,0.0
116,10.0,49.39130434782609,28.47826086956522,0.0
117,11.0,48.63636363636363,29.63636363636364,0.0
118,12.0,45.77777777777778,32.5,0.0
119,13.0,42.5,34.27272727272727,0.0
120,14.0,39.72727272727273,37.5,0.0
121,16.0,41.59090909090909,47.63636363636363,0.0
122,17.0,41.5,51.5,0.0
123,18.0,41.5,54.8,0.0
124,19.0,41.76190476190476,56.61904761904761,0.0
125,20.0,41.52173913043478,59.60869565217392,0.0
126,21.0,41.5,63.5,0.0
127,22.0,41.5,67.5,0.0
128,23.0,41.72727272727273,71.5,0.0
129,24.0,41.5,75.72727272727273,0.0
130,21.0,59.75,72.25,0.0
131,22.0,59.25,76.75,0.0
132,23.0,59.39130434782609,78.47826086956522,0.0
133,24.0,59.5,79.72727272727273,0.0
134,25.0,59.52173913043478,79.3913043478261,0.0
135,27.0,51.61904761904761,86.5238095238095,0.0
136,28.0,51.5,91.5,0.0
137,29.0,51.3,93.15,0.0
138,30.0,51.56521739130435,97.82608695652172,0.0
139,31.0,51.45454545454545,98.5,0.0
140,32.0,51.52173913043478,100.6086956521739,0.0
141,33.0,51.47826086956522,102.6086956521739,0.0
142,34.0,51.8,103.5,0.0
143,35.0,51.72727272727273,104.5,0.0
144,36.0,51.52173913043478,107.3913043478261,0.0
145,37.0,51.5,108.27272727272728,0.0
146,38.0,51.60869565217392,111.47826086956522,0.0
147,39.0,51.47826086956522,114.6086956521739,0.0
148,40.0,51.5,117.5,0.0
149,41.0,51.5,120.72727272727272,0.0
150,45.0,108.47826086956522,39.39130434782609,0.0
151,46.0,108.6086956521739,43.47826086956522,0.0
152,47.0,108.3913043478261,47.52173913043478,0.0
153,48.0,108.52173913043478,51.39130434782609,0.0
154,49.0,108.27272727272728,55.5,0.0
